FID,OID_,Name,FolderPath,Longitude,Latitude,Region,Country,Geomorphic,Proxies,Year,Cite,Authors,Paper_Othe,OBJECTID
58,0,Ranasinghage - Okanda 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.770920000000004,6.676500000000000,Indian Ocean (IO),Sri Lanka,Lagoon,"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
59,0,Ranasinghahe - Panama 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.805779999999999,6.770250000000000,Indian Ocean (IO),Sri Lanka,Estuary,"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
60,0,Ranasinghage - Komari I 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.858329999999995,6.958980000000000,Indian Ocean (IO),Sri Lanka,Coastal Lagoon,"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
61,0,Ranasinghage - Komari II 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.861270000000005,6.983480000000000,Indian Ocean (IO),Sri Lanka,Coastal Lagoon,"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
62,0,Ranasinghage - Tirukkovil 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.840829999999997,7.057170000000000,Indian Ocean (IO),Sri Lanka,Coastal Lagoon,"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
63,0,Ranasinghage - Sittandi 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.583330000000004,7.827670000000000,Indian Ocean (IO),Sri Lanka,Beach ridge (Swale),"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
64,0,Ranasinghage - Akkaraipattu 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.858969999999999,7.180920000000000,Indian Ocean (IO),Sri Lanka,Beach ridge (Swale),"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
65,0,Ranasinghage - Vakarai 2010,Tropic.kmz/Lugares temporales/Sri Lanka,81.400329999999997,8.195029999999999,Indian Ocean (IO),Sri Lanka,Beach ridge (Swale),"Stratigraphy, Grain Size, Foraminifera, Ostracods, Diatoms, Geochemistry, Macrofossil",2010.000000000000000,"(Ranasinghage, 2010)","Ranasinghage, P.N.",HOLOCENE COASTAL DEVELOPMENT IN SOUTHEASTERN-EASTERN SRI LANKA: PALEO-DEPOSITIONAL ENVIRONMENTS AND PALEO-COASTAL HAZARDS,0
66,0,Yap 2 2021,Tropic.kmz/Lugares temporales/Thailand,79.789008479000003,11.753824263000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Geochemistry, DNA",2021.000000000000000,"(Yap et al., 2021)","Yap, W., Switzer, A.D., Gouramanis, C., Marzinelli, E., Wijaya, W., Yan, Y.T., Dominey-Howes, D., Labbate, M., Srinivasalu, S., Jankaew, K., Lauro, F.M",Environmental DNA signatures distinguish between tsunami and storm deposition in overwash sand.,0
67,0,Yawsangratt 2009,Tropic.kmz/Lugares temporales/Thailand,98.243314655000006,8.600238857000001,Indian Ocean (IO),Thailand,Estuary,Grain Size,2009.000000000000000,"(Yawsangratt et al., 2009)","Yawsangratt, S., Szczuciński, W., Chaimanee, N., Jagodziński, R., Lorenc, S., Chatprasert, S., Saisuttichai, D., Tepsuwan, T","Depositional effects of 2004 tsunami and hypothetical paleotsunami near Thap Lamu Navy Base in Phang Nga Province, Thailand.",0
68,0,Brill 2011,Tropic.kmz/Lugares temporales/Thailand,98.261551146000002,8.930122335000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Carbonates, Macrofossil, Geochemistry, Lost Ignition (LOI)",2011.000000000000000,"(Brill et al., 2011)","Brill, D., Brückner, H., Jankaew, K., Kelletat, D., Scheffers, A., Scheffers, S.","Potential predecessors of the 2004 Indian Ocean Tsunami - Sedimentary evidence of extreme wave events at Ban Bang Sak, SW Thailand. Sediment.",0
69,0,Brill 2012,Tropic.kmz/Lugares temporales/Thailand,98.275445242999993,9.141722221000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Carbonate, Geochemistry, Lost Ignition (LOI)",2012.000000000000000,"(Brill et al., 2012)","Brill, D., Klasen, N., Jankaew, K., Brückner, H., Kelletat, D., Scheffers, A., Scheffers, S.",Local inundation distances and regional tsunami recurrence in the Indian Ocean inferred from luminescence dating of sandy deposits in Thailand.,0
70,0,Brill 2014,Tropic.kmz/Lugares temporales/Thailand,98.276644454000007,9.148131374000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Carbonanates, Macrofossil, Geochemistry, Lost Ignition (LOI), Paleogeography (coastal environments - geomorphology)",2014.000000000000000,"(Brill et al., 2014a)","Brill, D., Jankaew, K., Neubauer, N.P., Kelletat, D., Scheffers, A., Vött, A., Brückner, H.", Holocene coastal evolution of southwest Thailand - Implications for the site-specific preservation of palaeotsunami deposits.,0
71,0,Brill 2014a,Tropic.kmz/Lugares temporales/Thailand,98.228255672000003,8.729852642999999,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Carbonanates, Macrofossil, Geochemistry, Lost Ignition (LOI), Paleogeography (coastal environments - geomorphology)",2014.000000000000000,"(Brill et al., 2014a)","Brill, D., Jankaew, K., Neubauer, N.P., Kelletat, D., Scheffers, A., Vött, A., Brückner, H.", Holocene coastal evolution of southwest Thailand - Implications for the site-specific preservation of palaeotsunami deposits.,0
72,0,Brill 2- 2014a,Tropic.kmz/Lugares temporales/Thailand,98.260189350999994,8.802745594999999,Indian Ocean (IO),Thailand,Coastal plain,"Stratigraphy, Grain Size, Carbonanates, Macrofossil, Geochemistry, Lost Ignition (LOI), Paleogeography (coastal environments - geomorphology)",2014.000000000000000,"(Brill et al., 2014a)","Brill, D., Jankaew, K., Neubauer, N.P., Kelletat, D., Scheffers, A., Vött, A., Brückner, H.", Holocene coastal evolution of southwest Thailand - Implications for the site-specific preservation of palaeotsunami deposits.,0
73,0,Brill 2014b,Tropic.kmz/Lugares temporales/Thailand,98.262983821000006,8.790866391000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Geochemistry, Mineralogy, Foraminifera",2014.000000000000000,"(Brill et al., 2014b)","Brill, D., Pint, A., Jankaew, K., Frenzel, P., Schwarzer, K., Vött, A., Brückner, H.",Sediment Transport and Hydrodynamic Parameters of Tsunami Waves Recorded in Onshore Geoarchives,0
74,0,Fujino 2009,Tropic.kmz/Lugares temporales/Thailand,98.271141283999995,9.149924274000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size",2009.000000000000000,"(Fujino et al., 2009)","Fujino, S., Naruse, H., Matsumoto, D., Jarupongsakul, T., Sphawajruksakul, A., Sakakura, N.",Stratigraphic evidence for pre-2004 tsunamis in southwestern Thailand.,0
75,0,Gouramanis 2015,Tropic.kmz/Lugares temporales/Thailand,98.263854160999998,9.133069157000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, GPR",2015.000000000000000,"(Gouramanis et al., 2015)","Gouramanis, C., Switzer, A.D., Polivka, P.M., Bristow, C.S., Jankaew, K., Dat, P.T., Pile, J., Rubin, C.M., Yingsin, L., Ildefonso, S.R., Jol, H.M.","Ground penetrating radar examination of thin tsunami beds - A case study from Phra Thong Island, Thailand",0
76,0,Gouramanis 2017,Tropic.kmz/Lugares temporales/Thailand,98.275874524000002,9.143691361000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, GPR",2017.000000000000000,"(Gouramanis et al., 2017)","Gouramanis, C., Switzer, A.D., Jankaew, K., Bristow, C.S., Pham, D.T., Ildefonso, S.R.","High-frequency coastal overwash deposits from PHRA thong Island, Thailand.",0
77,0,Harper 2005,Tropic.kmz/Lugares temporales/Thailand,98.838099999999997,8.008599999999999,Indian Ocean (IO),Thailand,Cave,"Stratigraphy, Macrofossil",2005.000000000000000,"(Harper, 2005)","Harper, S.B.","Bedded shell deposit at Ao Nang, Krabi Province, southern Thailand: a record of a prehistoric tsunami event or extreme storm event or neither",0
78,0,Jankaew 2008,Tropic.kmz/Lugares temporales/Thailand,98.270205090000005,9.145830610999999,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, Foraminifera, Diatoms",2008.000000000000000,"(Jankaew et al., 2008)","Jankaew, K., Atwater, B.F., Sawai, Y., Choowong, M., Charoentitirat, T., Martin, M.E., Prendergast, A",Medieval forewarning of the 2004 Indian Ocean tsunami in Thailand,0
79,0,Jankaew 2011,Tropic.kmz/Lugares temporales/Thailand,98.269836968000007,9.130772270000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size",2011.000000000000000,"(Jankaew et al., 2011)","Jankaew, K., E., M., Sawai, Y., L., A.","Sand Sheets on a Beach-Ridge Plain in Thailand: Identification and Dating of Tsunami Deposits in a Far-Field Tropical Setting, in: Morner, N.-A. (Ed.), The Tsunami Threat - Research and Technology",0
80,0,Löwhagen,Tropic.kmz/Lugares temporales/Thailand,98.268982536999999,9.139223659000001,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Geochemistry, LOI, Mineralogy",2015.000000000000000,"(Löwhagen, 2015)","Löwhagen, L., 2015",Developing geochemical and mineralogical proxies for the correlation of paleotsunami layers,0
81,0,Pham 2017,Tropic.kmz/Lugares temporales/Thailand,98.266429907000003,9.130694387000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size, mineralogy, Geochemistry",2017.000000000000000,"(Pham et al., 2017)","Pham, D.T., Gouramanis, C., Switzer, A.D., Rubin, C.M., Jones, B.G., Jankaew, K., Carr, P.F.","Elemental and mineralogical analysis of marine and coastal sediments from Phra Thong Island, Thailand: Insights into the provenance of coastal hazard deposits",0
82,0,Prendergast 2012,Tropic.kmz/Lugares temporales/Thailand,98.268407850000003,9.129556987000001,Indian Ocean (IO),Thailand,Beach ridge (Swale),"Stratigraphy, Grain Size",2012.000000000000000,"(Prendergast et al., 2012)","Prendergast, A.L., Cupper, M.L., Jankaew, K., Sawai, Y",Indian Ocean tsunami recurrence from optical dating of tsunami sand sheets in Thailand,0
83,0,Rhodes 2011,Tropic.kmz/Lugares temporales/Thailand,98.215784618000001,8.553063745999999,Indian Ocean (IO),Thailand,Estuary,"Stratigraphy, Grain Size, Geochemistry, LOI, Carbonates, Magnetic Susceptibility",2011.000000000000000,"(Rhodes et al., 2011)","Rhodes, B.P., Kirby, M.E., Jankaew, K., Choowong, M.",Evidence for a mid-Holocene tsunami deposit along the Andaman coast of Thailand preserved in a mangrove environment.,0
84,0,Tuttle 2007,Tropic.kmz/Lugares temporales/Thailand,98.275599999999997,8.280500000000000,Indian Ocean (IO),Thailand,Beach ridge (Swale),Grain Size,2007.000000000000000,"(Tuttle et al., 2007)","Tuttle, M.P., Alam, S., Atwater, B., Charoentitirat, T., Charusiri, P., Choowong, M., Fernando, S., Jankaew, K.",Searching for Pre-2004 Tsunami Deposits in Thailand,0
85,0,Yap 2021,Tropic.kmz/Lugares temporales/Thailand,98.267200255000006,9.129716438000001,Indian Ocean (IO),Thailand,Estuary,"Stratigraphy, Grain Size, Geochemistry, DNA",2021.000000000000000,"(Yap et al., 2021)","Yap, W., Switzer, A.D., Gouramanis, C., Marzinelli, E., Wijaya, W., Yan, Y.T., Dominey-Howes, D., Labbate, M., Srinivasalu, S., Jankaew, K., Lauro, F.M",Environmental DNA signatures distinguish between tsunami and storm deposition in overwash sand.,0
86,0,Yawsangratt 2012,Tropic.kmz/Lugares temporales/Thailand,98.264932857999995,8.890565260000001,Indian Ocean (IO),Thailand,Coastal Lagoon,"Stratigraphy, Grain Size, Foraminifera",2012.000000000000000,"(Yawsangratt et al., 2012)","Yawsangratt, S., Szczuciński, W., Chaimanee, N., Chatprasert, S., Majewski, W., Lorenc, S.","Evidence of probable paleotsunami deposits on Kho Khao Island, Phang Nga Province, Thailand.",0
87,0,Lavigne 2021,Tropic.kmz/Lugares temporales/Tonga,-175.106599302999996,-21.217635480999999,Pacific Tropical Islands (PTrI),Tonga,Cave,"Stratigraphy, Grain Size, Foraminifera, Geochemistry, Macrofossil, Coral",2021.000000000000000,"(Lavigne et al., 2021)","Lavigne, F., Morin, J., Wassmer, P., Weller, O., Kula, T., Maea, A. V., Kelfoun, K., Mokadem, F., Paris, R., Malawani, M.N., Faral, A., Benbakkar, M., Saulnier-Copard, S., Vidal, C.M., Tu’I’afitu, T., Kitekei’aho, F., Trautmann, M., Gomez, C.",Bridging Legends and Science: Field Evidence of a Large Tsunami that Affected the Kingdom of Tonga in the 15th Century,0
88,0,Chagué-Goff 2016,Tropic.kmz/Lugares temporales/Cook Island,-157.930399999999992,-21.951499999999999,Pacific Tropical Islands (PTrI),Cook Island,Coastal plain,"Stratigraphy, Grain Size, Geochemistry, LOI, Carbonates, Magnetic Susceptibility, Diatoms",2016.000000000000000,"(Chagué-Goff et al., 2016)","Chagué-Goff, C., Chan, J.C.H., Goff, J., Gadd, P.","Late Holocene record of environmental changes, cyclones and tsunamis in a coastal lake, Mangaia, Cook Islands.",0
89,0,Goff 1 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-159.798599999999993,-18.863600000000002,Pacific Tropical Islands (PTrI),Pacific Islands,Coastal Plain,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
90,0,Goff 2 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-178.179399999999987,-14.249200000000000,Pacific Tropical Islands (PTrI),Pacific Islands,Coastal Plain,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
91,0,Goff 3 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-128.326899999999995,-24.374199999999998,Pacific Tropical Islands (PTrI),Pacific Islands,Coastal Plain,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
92,0,Goff 4 2011,Tropic.kmz/Lugares temporales/Pacific Islands,168.573100000000011,-16.918600000000001,Pacific Tropical Islands (PTrI),Pacific Islands,Coastal Plain,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
93,0,Goff 5 2011,Tropic.kmz/Lugares temporales/Pacific Islands,168.249200000000002,-17.683900000000001,Pacific Tropical Islands (PTrI),Pacific Islands,Coastal Plain,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
94,0,Goff 6 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-170.564999999999998,-14.268300000000000,Pacific Tropical Islands (PTrI),Pacific Islands,Terrace,"Stratigraphy, Grain Size",2011.000000000000000,"(Goff et al., 2011a)","Goff, J., Chagué-Goff, C., Dominey-Howes, D., McAdoo, B., Cronin, S., Bonté-Grapetin Michael, M., Nichol, S., Horrocks, M., Cisternas, M., Lamarche, G., Pelletier, B., Jaffe, B., Dudley, W.",Palaeotsunamis in the Pacific Islands,0
95,0,Williams 1 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-172.784400000000005,-13.499100000000000,Pacific Tropical Islands (PTrI),Samoa,Wetland,"Stratigraphy, Grain Size, Geochemistry",2011.000000000000000,"(Williams et al., 2011)","Williams, S., Prasetya, G., Chagué-Goff, C., Goff, J., Cheung, K.F., Davies, T., Wilson, T.","Characterising diagnostic proxies for identifying palaeotsunamis in a tropical climatic regime, Samoan Islands",0
96,0,Williams 2 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-171.804477568000010,-14.008281268999999,Pacific Tropical Islands (PTrI),Samoa,Marshes,"Stratigraphy, Grain Size, Geochemistry",2011.000000000000000,"(Williams et al., 2011)","Williams, S., Prasetya, G., Chagué-Goff, C., Goff, J., Cheung, K.F., Davies, T., Wilson, T.","Characterising diagnostic proxies for identifying palaeotsunamis in a tropical climatic regime, Samoan Islands",0
97,0,Williams 3 2011,Tropic.kmz/Lugares temporales/Pacific Islands,-169.515400000000000,-14.225700000000000,Pacific Tropical Islands (PTrI),Samoa,Coastal Plain,"Stratigraphy, Grain Size, Geochemistry",2011.000000000000000,"(Williams et al., 2011)","Williams, S., Prasetya, G., Chagué-Goff, C., Goff, J., Cheung, K.F., Davies, T., Wilson, T.","Characterising diagnostic proxies for identifying palaeotsunamis in a tropical climatic regime, Samoan Islands",0
98,0,Goff 2011b,Tropic.kmz/Lugares temporales/Pacific Islands,-178.156619014999990,-14.292837528000000,Pacific Tropical Islands (PTrI),Wallis and Futuna Island,Paleo channels,"Stratigraphy, Grain Size, LOI, Foraminifera, Diatoms",2011.000000000000000,"(Goff et al., 2011b)","Goff, J., Lamarche, G., Pelletier, B., Chagué-Goff, C., Strotz, L.",Predecessors to the 2009 South Pacific tsunami in the Wallis and Futuna archipelago,0
99,0,Biguenet 2021,Tropic.kmz/Lugares temporales/Caribe,-62.955459842000003,18.283979339999998,Caribbean Sea (CS),Scrub Island (Anguilla),Coastal Lagoon,"Stratigraphy, Grain Size, CT-Xray, Geochemistry, Foraminifera, Mineralogy",2021.000000000000000,"(Biguenet et al., 2021)","Biguenet, M., Sabatier, P., Chaumillon, E., Chagué, C., Arnaud, F., Jorissen, F., Coulombier, T., Geba, E., Cordrie, L., Vacher, P., Develle, A.L., Chalmin, E., Soufi, F., Feuillet, N.","A 1600 year-long sedimentary record of tsunamis and hurricanes in the Lesser Antilles (Scrub Island, Anguilla)",0
